,title,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature
226,Lost Six,5oImi7R1hqEPjVq6USKPHo,0.879,0.446,0,-9.802,1,0.0566,0.0262,0.01,0.17,0.686,101.977,5oImi7R1hqEPjVq6USKPHo,spotify:track:5oImi7R1hqEPjVq6USKPHo,https://api.spotify.com/v1/tracks/5oImi7R1hqEPjVq6USKPHo,https://api.spotify.com/v1/audio-analysis/5oImi7R1hqEPjVq6USKPHo,137600,4
227,Lost Seven,039XtTibKDPTELqQkWWnoE,0.657,0.673,9,-10.497,0,0.0514,0.00707,0.492,0.053,0.329,93.003,039XtTibKDPTELqQkWWnoE,spotify:track:039XtTibKDPTELqQkWWnoE,https://api.spotify.com/v1/tracks/039XtTibKDPTELqQkWWnoE,https://api.spotify.com/v1/audio-analysis/039XtTibKDPTELqQkWWnoE,252867,4
228,Lost Eight,6cAvZ8KGXYpwBfmYpBBGLC,0.669,0.763,2,-15.218,1,0.0593,0.608,0.892,0.0831,0.288,200.028,6cAvZ8KGXYpwBfmYpBBGLC,spotify:track:6cAvZ8KGXYpwBfmYpBBGLC,https://api.spotify.com/v1/tracks/6cAvZ8KGXYpwBfmYpBBGLC,https://api.spotify.com/v1/audio-analysis/6cAvZ8KGXYpwBfmYpBBGLC,239827,4
229,Lost Nine,7qRacgleydCoFZaZf8A1Ar,0.677,0.778,11,-10.14,0,0.0463,0.391,0.932,0.0872,0.365,91.998,7qRacgleydCoFZaZf8A1Ar,spotify:track:7qRacgleydCoFZaZf8A1Ar,https://api.spotify.com/v1/tracks/7qRacgleydCoFZaZf8A1Ar,https://api.spotify.com/v1/audio-analysis/7qRacgleydCoFZaZf8A1Ar,203840,4
230,Lost Ten,6LV40LkkTpDY3CV0AeJfax,0.803,0.561,0,-12.025,1,0.05,0.698,0.675,0.0767,0.703,144.011,6LV40LkkTpDY3CV0AeJfax,spotify:track:6LV40LkkTpDY3CV0AeJfax,https://api.spotify.com/v1/tracks/6LV40LkkTpDY3CV0AeJfax,https://api.spotify.com/v1/audio-analysis/6LV40LkkTpDY3CV0AeJfax,160893,4
231,Lost Eleven,3JMpKeWp4Iujt0knABM136,0.629,0.34,0,-15.6,0,0.041,0.925,0.933,0.118,0.504,171.998,3JMpKeWp4Iujt0knABM136,spotify:track:3JMpKeWp4Iujt0knABM136,https://api.spotify.com/v1/tracks/3JMpKeWp4Iujt0knABM136,https://api.spotify.com/v1/audio-analysis/3JMpKeWp4Iujt0knABM136,230347,4
232,Cream - Radio Mix,0Eq00PRTmts0eI1raaF1AW,0.82,0.844,9,-4.779,1,0.0905,0.161,0.335,0.0803,0.484,122.015,0Eq00PRTmts0eI1raaF1AW,spotify:track:0Eq00PRTmts0eI1raaF1AW,https://api.spotify.com/v1/tracks/0Eq00PRTmts0eI1raaF1AW,https://api.spotify.com/v1/audio-analysis/0Eq00PRTmts0eI1raaF1AW,197213,4
233,DEMONS,7nYGVm34J2cSTYs55sEVNo,0.671,0.926,1,-2.495,1,0.104,0.0319,0.000197,0.0876,0.681,158.883,7nYGVm34J2cSTYs55sEVNo,spotify:track:7nYGVm34J2cSTYs55sEVNo,https://api.spotify.com/v1/tracks/7nYGVm34J2cSTYs55sEVNo,https://api.spotify.com/v1/audio-analysis/7nYGVm34J2cSTYs55sEVNo,93623,4
234,From You Hot,6gffYkpN2OukQlGbu6mEbC,0.795,0.765,2,-7.14,1,0.397,0.348,0.0,0.0601,0.812,96.539,6gffYkpN2OukQlGbu6mEbC,spotify:track:6gffYkpN2OukQlGbu6mEbC,https://api.spotify.com/v1/tracks/6gffYkpN2OukQlGbu6mEbC,https://api.spotify.com/v1/audio-analysis/6gffYkpN2OukQlGbu6mEbC,119800,4
235,No Matter Me,117zUH81z3IFBLn9jss7ZN,0.78,0.755,6,-6.493,0,0.389,0.184,0.0,0.765,0.822,96.452,117zUH81z3IFBLn9jss7ZN,spotify:track:117zUH81z3IFBLn9jss7ZN,https://api.spotify.com/v1/tracks/117zUH81z3IFBLn9jss7ZN,https://api.spotify.com/v1/audio-analysis/117zUH81z3IFBLn9jss7ZN,114293,4
236,That's The Way,1By0NQxY3oNI49lkLjUrQG,0.809,0.79,1,-6.179,1,0.245,0.296,0.0,0.363,0.893,96.367,1By0NQxY3oNI49lkLjUrQG,spotify:track:1By0NQxY3oNI49lkLjUrQG,https://api.spotify.com/v1/tracks/1By0NQxY3oNI49lkLjUrQG,https://api.spotify.com/v1/audio-analysis/1By0NQxY3oNI49lkLjUrQG,80040,4
237,Watching You,0dR63y09VwkDkRPqTnGZvA,0.722,0.722,1,-7.259,1,0.193,0.167,0.0,0.293,0.797,96.397,0dR63y09VwkDkRPqTnGZvA,spotify:track:0dR63y09VwkDkRPqTnGZvA,https://api.spotify.com/v1/tracks/0dR63y09VwkDkRPqTnGZvA,https://api.spotify.com/v1/audio-analysis/0dR63y09VwkDkRPqTnGZvA,129467,4
238,Deport Dem,1SvyGnxTIiHI7r9T3it1hJ,0.812,0.846,10,-6.361,0,0.41,0.208,0.0,0.184,0.891,96.294,1SvyGnxTIiHI7r9T3it1hJ,spotify:track:1SvyGnxTIiHI7r9T3it1hJ,https://api.spotify.com/v1/tracks/1SvyGnxTIiHI7r9T3it1hJ,https://api.spotify.com/v1/audio-analysis/1SvyGnxTIiHI7r9T3it1hJ,99533,4
239,Jack It Up,0gO30PIJRjWlxVqiM2xF8M,0.729,0.799,6,-6.87,1,0.366,0.121,0.0,0.31,0.779,96.69,0gO30PIJRjWlxVqiM2xF8M,spotify:track:0gO30PIJRjWlxVqiM2xF8M,https://api.spotify.com/v1/tracks/0gO30PIJRjWlxVqiM2xF8M,https://api.spotify.com/v1/audio-analysis/0gO30PIJRjWlxVqiM2xF8M,99533,4
240,Say Wooee,6o549zEqbPlzAYZ8zifySK,0.728,0.861,8,-6.834,0,0.336,0.207,0.0,0.459,0.808,96.357,6o549zEqbPlzAYZ8zifySK,spotify:track:6o549zEqbPlzAYZ8zifySK,https://api.spotify.com/v1/tracks/6o549zEqbPlzAYZ8zifySK,https://api.spotify.com/v1/audio-analysis/6o549zEqbPlzAYZ8zifySK,119227,4
241,Bookshelf,3udQybNSL6dGL80JgYCJS8,0.658,0.73,10,-7.813,0,0.309,0.103,0.0,0.515,0.715,96.475,3udQybNSL6dGL80JgYCJS8,spotify:track:3udQybNSL6dGL80JgYCJS8,https://api.spotify.com/v1/tracks/3udQybNSL6dGL80JgYCJS8,https://api.spotify.com/v1/audio-analysis/3udQybNSL6dGL80JgYCJS8,89933,4
242,Murder,12Kbak0CzfDqde8V70p5lY,0.78,0.76,1,-8.024,1,0.347,0.0791,0.0,0.496,0.186,96.903,12Kbak0CzfDqde8V70p5lY,spotify:track:12Kbak0CzfDqde8V70p5lY,https://api.spotify.com/v1/tracks/12Kbak0CzfDqde8V70p5lY,https://api.spotify.com/v1/audio-analysis/12Kbak0CzfDqde8V70p5lY,96373,4
243,Informer,21KiUeGi9BXj8iBrQKvrCb,0.568,0.692,6,-8.461,1,0.416,0.157,0.0,0.201,0.668,136.222,21KiUeGi9BXj8iBrQKvrCb,spotify:track:21KiUeGi9BXj8iBrQKvrCb,https://api.spotify.com/v1/tracks/21KiUeGi9BXj8iBrQKvrCb,https://api.spotify.com/v1/audio-analysis/21KiUeGi9BXj8iBrQKvrCb,91560,3
244,Do It & Done,1ggriNToZkHJqHSwgVr5rh,0.874,0.851,6,-6.487,1,0.443,0.652,0.000187,0.0459,0.811,129.105,1ggriNToZkHJqHSwgVr5rh,spotify:track:1ggriNToZkHJqHSwgVr5rh,https://api.spotify.com/v1/tracks/1ggriNToZkHJqHSwgVr5rh,https://api.spotify.com/v1/audio-analysis/1ggriNToZkHJqHSwgVr5rh,118107,5
245,Forgotten,0vRgrOZHEvzFmesC2Cpuqp,0.721,0.906,1,-5.4,1,0.616,0.294,0.0,0.107,0.679,124.687,0vRgrOZHEvzFmesC2Cpuqp,spotify:track:0vRgrOZHEvzFmesC2Cpuqp,https://api.spotify.com/v1/tracks/0vRgrOZHEvzFmesC2Cpuqp,https://api.spotify.com/v1/audio-analysis/0vRgrOZHEvzFmesC2Cpuqp,98467,5
246,War,4xanMQbc7qqI9PbIpLp9OI,0.801,0.837,6,-5.412,0,0.448,0.597,0.0,0.43,0.812,128.396,4xanMQbc7qqI9PbIpLp9OI,spotify:track:4xanMQbc7qqI9PbIpLp9OI,https://api.spotify.com/v1/tracks/4xanMQbc7qqI9PbIpLp9OI,https://api.spotify.com/v1/audio-analysis/4xanMQbc7qqI9PbIpLp9OI,174533,5
247,Boom,0VlfVsg3VgUBEBUSYuRdLF,0.631,0.833,6,-6.414,1,0.601,0.415,1.08e-06,0.328,0.648,132.375,0VlfVsg3VgUBEBUSYuRdLF,spotify:track:0VlfVsg3VgUBEBUSYuRdLF,https://api.spotify.com/v1/tracks/0VlfVsg3VgUBEBUSYuRdLF,https://api.spotify.com/v1/audio-analysis/0VlfVsg3VgUBEBUSYuRdLF,122760,3
248,Naah Stop,7d5Rg5Yp6Lkj2vYitMrndp,0.609,0.739,6,-6.677,1,0.517,0.439,0.0,0.772,0.608,143.847,7d5Rg5Yp6Lkj2vYitMrndp,spotify:track:7d5Rg5Yp6Lkj2vYitMrndp,https://api.spotify.com/v1/tracks/7d5Rg5Yp6Lkj2vYitMrndp,https://api.spotify.com/v1/audio-analysis/7d5Rg5Yp6Lkj2vYitMrndp,99307,3
249,Caan Believe Mi Eye,2GMveqqCvKdbnzcC7MGN53,0.65,0.779,1,-7.396,1,0.423,0.47,0.0,0.716,0.731,90.875,2GMveqqCvKdbnzcC7MGN53,spotify:track:2GMveqqCvKdbnzcC7MGN53,https://api.spotify.com/v1/tracks/2GMveqqCvKdbnzcC7MGN53,https://api.spotify.com/v1/audio-analysis/2GMveqqCvKdbnzcC7MGN53,294520,4
250,CHAOS IS THE ONLY CONSTANT (INTRODUCTION),1bXQ6lFF51dy6ewWQ40V12,0.577,0.588,4,-9.312,0,0.145,0.931,0.0362,0.258,0.547,78.786,1bXQ6lFF51dy6ewWQ40V12,spotify:track:1bXQ6lFF51dy6ewWQ40V12,https://api.spotify.com/v1/tracks/1bXQ6lFF51dy6ewWQ40V12,https://api.spotify.com/v1/audio-analysis/1bXQ6lFF51dy6ewWQ40V12,26630,3
251,D4MB,0AEgt3UGu4S6wd3e8iLLEt,0.71,0.744,9,-5.63,0,0.139,0.031,2.12e-05,0.453,0.627,139.676,0AEgt3UGu4S6wd3e8iLLEt,spotify:track:0AEgt3UGu4S6wd3e8iLLEt,https://api.spotify.com/v1/tracks/0AEgt3UGu4S6wd3e8iLLEt,https://api.spotify.com/v1/audio-analysis/0AEgt3UGu4S6wd3e8iLLEt,130775,4
252,CONVERSATIONS WITH KENNY (INTERLUDE),4Zs8yXOhOTaHtYyVL3Sb71,0.684,0.287,9,-18.386,0,0.943,0.989,0.0046,0.589,0.663,138.511,4Zs8yXOhOTaHtYyVL3Sb71,spotify:track:4Zs8yXOhOTaHtYyVL3Sb71,https://api.spotify.com/v1/tracks/4Zs8yXOhOTaHtYyVL3Sb71,https://api.spotify.com/v1/audio-analysis/4Zs8yXOhOTaHtYyVL3Sb71,38638,4
253,STRESS ME OUT,6pKJ0RRjTeL8iuUiOITgN5,0.574,0.836,10,-3.941,0,0.0469,0.0133,0.000551,0.123,0.467,169.993,6pKJ0RRjTeL8iuUiOITgN5,spotify:track:6pKJ0RRjTeL8iuUiOITgN5,https://api.spotify.com/v1/tracks/6pKJ0RRjTeL8iuUiOITgN5,https://api.spotify.com/v1/audio-analysis/6pKJ0RRjTeL8iuUiOITgN5,136941,4
254,TOUCH,1u8jKR8fx62V7cC9PkZZo6,0.56,0.839,10,-5.038,1,0.101,0.0599,8.96e-06,0.331,0.428,157.649,1u8jKR8fx62V7cC9PkZZo6,spotify:track:1u8jKR8fx62V7cC9PkZZo6,https://api.spotify.com/v1/tracks/1u8jKR8fx62V7cC9PkZZo6,https://api.spotify.com/v1/audio-analysis/1u8jKR8fx62V7cC9PkZZo6,114623,4
255,WHERE WE GO @ NIGHT,7CgQaXhzUxdTsbxHUUuRCC,0.66,0.757,5,-7.265,0,0.0811,0.289,0.00357,0.146,0.504,152.029,7CgQaXhzUxdTsbxHUUuRCC,spotify:track:7CgQaXhzUxdTsbxHUUuRCC,https://api.spotify.com/v1/tracks/7CgQaXhzUxdTsbxHUUuRCC,https://api.spotify.com/v1/audio-analysis/7CgQaXhzUxdTsbxHUUuRCC,120789,4
256,JADED,0jFIrWSiBjIHiBhYtaU275,0.699,0.712,10,-7.252,0,0.109,0.0364,0.0,0.136,0.596,99.999,0jFIrWSiBjIHiBhYtaU275,spotify:track:0jFIrWSiBjIHiBhYtaU275,https://api.spotify.com/v1/tracks/0jFIrWSiBjIHiBhYtaU275,https://api.spotify.com/v1/audio-analysis/0jFIrWSiBjIHiBhYtaU275,144000,4
257,Platinum Falcon,5YEGFGqgL8S9SXrtur19mR,0.957,0.825,1,-5.708,1,0.187,0.104,0.0,0.102,0.931,132.067,5YEGFGqgL8S9SXrtur19mR,spotify:track:5YEGFGqgL8S9SXrtur19mR,https://api.spotify.com/v1/tracks/5YEGFGqgL8S9SXrtur19mR,https://api.spotify.com/v1/audio-analysis/5YEGFGqgL8S9SXrtur19mR,150286,4
258,Greedy,5hiZVBhInHzefK3Xv2xEjU,0.864,0.535,6,-5.684,0,0.302,0.0449,0.0,0.0527,0.825,128.02,5hiZVBhInHzefK3Xv2xEjU,spotify:track:5hiZVBhInHzefK3Xv2xEjU,https://api.spotify.com/v1/tracks/5hiZVBhInHzefK3Xv2xEjU,https://api.spotify.com/v1/audio-analysis/5hiZVBhInHzefK3Xv2xEjU,157563,4
259,Dolce & Gabbana Dalai Lama,5IckhJATD1gMHqzpcU0a53,0.802,0.565,4,-8.817,0,0.334,0.101,0.0,0.0956,0.442,86.009,5IckhJATD1gMHqzpcU0a53,spotify:track:5IckhJATD1gMHqzpcU0a53,https://api.spotify.com/v1/tracks/5IckhJATD1gMHqzpcU0a53,https://api.spotify.com/v1/audio-analysis/5IckhJATD1gMHqzpcU0a53,203984,4
260,Embezzle (feat. Jigga Juice),2hUT7DOyabi7GM2yiBy3Ab,0.778,0.719,1,-6.378,1,0.153,0.0125,0.0,0.187,0.474,127.944,2hUT7DOyabi7GM2yiBy3Ab,spotify:track:2hUT7DOyabi7GM2yiBy3Ab,https://api.spotify.com/v1/tracks/2hUT7DOyabi7GM2yiBy3Ab,https://api.spotify.com/v1/audio-analysis/2hUT7DOyabi7GM2yiBy3Ab,178901,4
261,Peanut Butter Pootie Tang,3CR6chcKIwpoYVUFRjGJkV,0.766,0.565,8,-6.289,0,0.283,0.393,0.0,0.113,0.477,88.909,3CR6chcKIwpoYVUFRjGJkV,spotify:track:3CR6chcKIwpoYVUFRjGJkV,https://api.spotify.com/v1/tracks/3CR6chcKIwpoYVUFRjGJkV,https://api.spotify.com/v1/audio-analysis/3CR6chcKIwpoYVUFRjGJkV,205350,4
262,Trade Places With Them Jeans,1awKFdswWnFNPAdIbR7PES,0.539,0.548,4,-6.157,0,0.0409,0.627,0.0,0.0798,0.385,172.012,1awKFdswWnFNPAdIbR7PES,spotify:track:1awKFdswWnFNPAdIbR7PES,https://api.spotify.com/v1/tracks/1awKFdswWnFNPAdIbR7PES,https://api.spotify.com/v1/audio-analysis/1awKFdswWnFNPAdIbR7PES,139814,4
263,Battle Scars,5w93Qd41ZVHcdhWOInRggq,0.509,0.809,5,-4.525,0,0.293,0.187,0.0,0.105,0.485,168.287,5w93Qd41ZVHcdhWOInRggq,spotify:track:5w93Qd41ZVHcdhWOInRggq,https://api.spotify.com/v1/tracks/5w93Qd41ZVHcdhWOInRggq,https://api.spotify.com/v1/audio-analysis/5w93Qd41ZVHcdhWOInRggq,250320,4
264,Hood Nigga,4uVSoZXhd1gDPkFSkSXD0O,0.875,0.732,1,-5.136,1,0.0635,0.0198,0.0,0.11,0.159,87.142,4uVSoZXhd1gDPkFSkSXD0O,spotify:track:4uVSoZXhd1gDPkFSkSXD0O,https://api.spotify.com/v1/tracks/4uVSoZXhd1gDPkFSkSXD0O,https://api.spotify.com/v1/audio-analysis/4uVSoZXhd1gDPkFSkSXD0O,200933,4
265,What You Want,4UmdopoMvXgJWGpIPpj6Q0,0.816,0.716,10,-6.563,0,0.346,0.0263,1.98e-05,0.398,0.827,93.785,4UmdopoMvXgJWGpIPpj6Q0,spotify:track:4UmdopoMvXgJWGpIPpj6Q0,https://api.spotify.com/v1/tracks/4UmdopoMvXgJWGpIPpj6Q0,https://api.spotify.com/v1/audio-analysis/4UmdopoMvXgJWGpIPpj6Q0,242933,4
266,Knuck If You Buck,6cSagJ7TgKNrvTUOgxqYIL,0.865,0.844,8,-4.946,1,0.311,0.0582,0.0,0.373,0.755,150.09,6cSagJ7TgKNrvTUOgxqYIL,spotify:track:6cSagJ7TgKNrvTUOgxqYIL,https://api.spotify.com/v1/tracks/6cSagJ7TgKNrvTUOgxqYIL,https://api.spotify.com/v1/audio-analysis/6cSagJ7TgKNrvTUOgxqYIL,205120,4
267,Drank In My Cup,59YK2KUQdH7fRMZW3LuZ2F,0.648,0.615,8,-7.959,0,0.173,0.0102,0.0,0.164,0.265,132.935,59YK2KUQdH7fRMZW3LuZ2F,spotify:track:59YK2KUQdH7fRMZW3LuZ2F,https://api.spotify.com/v1/tracks/59YK2KUQdH7fRMZW3LuZ2F,https://api.spotify.com/v1/audio-analysis/59YK2KUQdH7fRMZW3LuZ2F,232160,4
268,Shimmy Shimmy Ya,3I0DI2QLzyIPb29doB1W5I,0.738,0.509,0,-5.306,1,0.0843,0.0402,0.0105,0.0932,0.133,96.233,3I0DI2QLzyIPb29doB1W5I,spotify:track:3I0DI2QLzyIPb29doB1W5I,https://api.spotify.com/v1/tracks/3I0DI2QLzyIPb29doB1W5I,https://api.spotify.com/v1/audio-analysis/3I0DI2QLzyIPb29doB1W5I,161200,4
269,FM$,5OS0Ehyfds3sfY9LMeIB9b,0.67,0.474,1,-7.245,1,0.383,0.0906,0.0285,0.0761,0.267,94.973,5OS0Ehyfds3sfY9LMeIB9b,spotify:track:5OS0Ehyfds3sfY9LMeIB9b,https://api.spotify.com/v1/tracks/5OS0Ehyfds3sfY9LMeIB9b,https://api.spotify.com/v1/audio-analysis/5OS0Ehyfds3sfY9LMeIB9b,181908,4
270,Laffy Taffy,5i7Mwob1cPWBJaAmypQnoz,0.891,0.439,7,-7.994,0,0.428,0.0349,0.0,0.0932,0.622,77.499,5i7Mwob1cPWBJaAmypQnoz,spotify:track:5i7Mwob1cPWBJaAmypQnoz,https://api.spotify.com/v1/tracks/5i7Mwob1cPWBJaAmypQnoz,https://api.spotify.com/v1/audio-analysis/5i7Mwob1cPWBJaAmypQnoz,224253,4
271,Kick Push,1GhWcOpGRarsZyatf7cEXh,0.664,0.852,5,-4.027,1,0.166,0.151,0.0,0.316,0.474,94.782,1GhWcOpGRarsZyatf7cEXh,spotify:track:1GhWcOpGRarsZyatf7cEXh,https://api.spotify.com/v1/tracks/1GhWcOpGRarsZyatf7cEXh,https://api.spotify.com/v1/audio-analysis/1GhWcOpGRarsZyatf7cEXh,255667,4
272,Waste of Time,5M0VMlNxHTgFN14151rRE5,0.844,0.476,10,-11.686,0,0.259,0.526,0.000562,0.116,0.5,132.992,5M0VMlNxHTgFN14151rRE5,spotify:track:5M0VMlNxHTgFN14151rRE5,https://api.spotify.com/v1/tracks/5M0VMlNxHTgFN14151rRE5,https://api.spotify.com/v1/audio-analysis/5M0VMlNxHTgFN14151rRE5,204004,4
273,Cupid Shuffle,0G4iPdyi4cT6eZuSCmgC8h,0.785,0.58,8,-4.865,1,0.234,0.19,0.0,0.2,0.854,71.774,0G4iPdyi4cT6eZuSCmgC8h,spotify:track:0G4iPdyi4cT6eZuSCmgC8h,https://api.spotify.com/v1/tracks/0G4iPdyi4cT6eZuSCmgC8h,https://api.spotify.com/v1/audio-analysis/0G4iPdyi4cT6eZuSCmgC8h,231360,4
274,Doin' Our Own Dang,6qRJpqLRKCVign6aAyHTut,0.835,0.447,6,-14.901,1,0.22,0.154,0.00876,0.108,0.839,113.083,6qRJpqLRKCVign6aAyHTut,spotify:track:6qRJpqLRKCVign6aAyHTut,https://api.spotify.com/v1/tracks/6qRJpqLRKCVign6aAyHTut,https://api.spotify.com/v1/audio-analysis/6qRJpqLRKCVign6aAyHTut,258933,4
275,Flava In Ya Ear - Easy Mo Mix,1xSkE5cMDs7wCtIfRTYpuC,0.772,0.719,7,-9.476,1,0.329,0.089,0.0,0.0707,0.593,90.011,1xSkE5cMDs7wCtIfRTYpuC,spotify:track:1xSkE5cMDs7wCtIfRTYpuC,https://api.spotify.com/v1/tracks/1xSkE5cMDs7wCtIfRTYpuC,https://api.spotify.com/v1/audio-analysis/1xSkE5cMDs7wCtIfRTYpuC,260827,4
276,Sittin' Sidewayz,6jdqKWGNVCbknvPgCiXOAK,0.722,0.621,1,-4.378,1,0.306,0.00469,0.00976,0.199,0.568,159.962,6jdqKWGNVCbknvPgCiXOAK,spotify:track:6jdqKWGNVCbknvPgCiXOAK,https://api.spotify.com/v1/tracks/6jdqKWGNVCbknvPgCiXOAK,https://api.spotify.com/v1/audio-analysis/6jdqKWGNVCbknvPgCiXOAK,228933,4
277,Opposite of Adults,1DRZuiaKCQGUgo9WnB0wsj,0.674,0.896,9,-5.115,1,0.194,0.011,0.0,0.327,0.628,96.0,1DRZuiaKCQGUgo9WnB0wsj,spotify:track:1DRZuiaKCQGUgo9WnB0wsj,https://api.spotify.com/v1/tracks/1DRZuiaKCQGUgo9WnB0wsj,https://api.spotify.com/v1/audio-analysis/1DRZuiaKCQGUgo9WnB0wsj,191600,4
278,Put Your Hands Where My Eyes Could See,6efAWGivMzLeczaB28GkzS,0.769,0.64,6,-6.182,0,0.329,0.00838,5.51e-06,0.0725,0.693,99.353,6efAWGivMzLeczaB28GkzS,spotify:track:6efAWGivMzLeczaB28GkzS,https://api.spotify.com/v1/tracks/6efAWGivMzLeczaB28GkzS,https://api.spotify.com/v1/audio-analysis/6efAWGivMzLeczaB28GkzS,195427,4
279,No Juice,7xsh9abVA6PviTGFx9Qtvh,0.72,0.457,2,-7.103,1,0.262,0.165,0.0,0.0996,0.229,127.985,7xsh9abVA6PviTGFx9Qtvh,spotify:track:7xsh9abVA6PviTGFx9Qtvh,https://api.spotify.com/v1/tracks/7xsh9abVA6PviTGFx9Qtvh,https://api.spotify.com/v1/audio-analysis/7xsh9abVA6PviTGFx9Qtvh,212320,4
280,Don't Know How to Act,7jcypivmI4hSbhweItfQRC,0.734,0.781,0,-6.227,1,0.0841,0.2,0.0,0.313,0.686,172.21,7jcypivmI4hSbhweItfQRC,spotify:track:7jcypivmI4hSbhweItfQRC,https://api.spotify.com/v1/tracks/7jcypivmI4hSbhweItfQRC,https://api.spotify.com/v1/audio-analysis/7jcypivmI4hSbhweItfQRC,213173,4
281,Real Hip-Hop - [Instrumental Version] [DJ Premiere Remix],066BKsfauWQWfVYEg6prDa,0.872,0.722,4,-9.182,0,0.0759,0.00602,1.48e-05,0.288,0.967,92.998,066BKsfauWQWfVYEg6prDa,spotify:track:066BKsfauWQWfVYEg6prDa,https://api.spotify.com/v1/tracks/066BKsfauWQWfVYEg6prDa,https://api.spotify.com/v1/audio-analysis/066BKsfauWQWfVYEg6prDa,251107,4
282,Music & Me,6OcMf1QZRnun6yUvKYvSzA,0.913,0.417,8,-7.718,0,0.0593,0.0897,0.000157,0.0969,0.743,99.141,6OcMf1QZRnun6yUvKYvSzA,spotify:track:6OcMf1QZRnun6yUvKYvSzA,https://api.spotify.com/v1/tracks/6OcMf1QZRnun6yUvKYvSzA,https://api.spotify.com/v1/audio-analysis/6OcMf1QZRnun6yUvKYvSzA,240667,4
283,Rebirth,0bOodnvHqpfktAYPPuxHJw,0.769,0.898,7,-3.68,1,0.0499,0.075,0.0,0.0809,0.795,129.998,0bOodnvHqpfktAYPPuxHJw,spotify:track:0bOodnvHqpfktAYPPuxHJw,https://api.spotify.com/v1/tracks/0bOodnvHqpfktAYPPuxHJw,https://api.spotify.com/v1/audio-analysis/0bOodnvHqpfktAYPPuxHJw,435040,4
284,Mistadobalina,77DL90guldlKb6V1Dz2oUY,0.85,0.797,10,-7.429,0,0.138,0.0963,8.03e-06,0.34,0.628,99.617,77DL90guldlKb6V1Dz2oUY,spotify:track:77DL90guldlKb6V1Dz2oUY,https://api.spotify.com/v1/tracks/77DL90guldlKb6V1Dz2oUY,https://api.spotify.com/v1/audio-analysis/77DL90guldlKb6V1Dz2oUY,260307,4
285,Smooth Operator,15TerRPdfbr5jthdWweoBZ,0.891,0.319,7,-16.099,1,0.338,0.0936,0.000105,0.0482,0.686,92.624,15TerRPdfbr5jthdWweoBZ,spotify:track:15TerRPdfbr5jthdWweoBZ,https://api.spotify.com/v1/tracks/15TerRPdfbr5jthdWweoBZ,https://api.spotify.com/v1/audio-analysis/15TerRPdfbr5jthdWweoBZ,284467,4
286,Just a Friend,1CSXdxvxO0fV7gCibA1AMg,0.866,0.663,0,-9.001,1,0.206,0.119,0.0,0.318,0.83,85.298,1CSXdxvxO0fV7gCibA1AMg,spotify:track:1CSXdxvxO0fV7gCibA1AMg,https://api.spotify.com/v1/tracks/1CSXdxvxO0fV7gCibA1AMg,https://api.spotify.com/v1/audio-analysis/1CSXdxvxO0fV7gCibA1AMg,238267,4
287,Me & U,65UocwyMl249HqkQbvcMC7,0.806,0.455,11,-4.494,1,0.0319,0.362,0.0,0.0935,0.739,100.014,65UocwyMl249HqkQbvcMC7,spotify:track:65UocwyMl249HqkQbvcMC7,https://api.spotify.com/v1/tracks/65UocwyMl249HqkQbvcMC7,https://api.spotify.com/v1/audio-analysis/65UocwyMl249HqkQbvcMC7,191520,4
288,Gimme Some More,3TZuDxJ6gooYWcqBIqFZON,0.581,0.855,11,-8.339,0,0.332,0.00832,5.82e-05,0.771,0.78,136.579,3TZuDxJ6gooYWcqBIqFZON,spotify:track:3TZuDxJ6gooYWcqBIqFZON,https://api.spotify.com/v1/tracks/3TZuDxJ6gooYWcqBIqFZON,https://api.spotify.com/v1/audio-analysis/3TZuDxJ6gooYWcqBIqFZON,158467,4
289,Lost,3h4HYcOzxntmRy2t6V0G22,0.722,0.566,0,-7.443,0,0.0837,0.0176,0.125,0.368,0.593,136.022,3h4HYcOzxntmRy2t6V0G22,spotify:track:3h4HYcOzxntmRy2t6V0G22,https://api.spotify.com/v1/tracks/3h4HYcOzxntmRy2t6V0G22,https://api.spotify.com/v1/audio-analysis/3h4HYcOzxntmRy2t6V0G22,288387,4
290,Whoa!,2zAXPY38PzLrDyrZgQQSx4,0.804,0.634,7,-7.809,1,0.249,0.106,0.0,0.313,0.624,86.41,2zAXPY38PzLrDyrZgQQSx4,spotify:track:2zAXPY38PzLrDyrZgQQSx4,https://api.spotify.com/v1/tracks/2zAXPY38PzLrDyrZgQQSx4,https://api.spotify.com/v1/audio-analysis/2zAXPY38PzLrDyrZgQQSx4,244387,4
291,Crazy,3hFRLEHjNF5xPOPvL3P5TG,0.712,0.51,8,-9.381,0,0.371,0.0971,0.0,0.142,0.229,148.083,3hFRLEHjNF5xPOPvL3P5TG,spotify:track:3hFRLEHjNF5xPOPvL3P5TG,https://api.spotify.com/v1/tracks/3hFRLEHjNF5xPOPvL3P5TG,https://api.spotify.com/v1/audio-analysis/3hFRLEHjNF5xPOPvL3P5TG,278931,4
