,title,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature
292,Cold Rock a Party - Bad Boy Remix,66cH6kcJbUfAe6ZyRZlAA9,0.882,0.722,11,-5.465,0,0.227,0.158,3.21e-05,0.164,0.617,92.91,66cH6kcJbUfAe6ZyRZlAA9,spotify:track:66cH6kcJbUfAe6ZyRZlAA9,https://api.spotify.com/v1/tracks/66cH6kcJbUfAe6ZyRZlAA9,https://api.spotify.com/v1/audio-analysis/66cH6kcJbUfAe6ZyRZlAA9,277467,4
293,No Problem (Chopped & Screwed Version),1i4KiAY33QbbXm0l4oiUl4,0.866,0.792,8,-7.099,1,0.387,0.183,0.0,0.11,0.383,139.993,1i4KiAY33QbbXm0l4oiUl4,spotify:track:1i4KiAY33QbbXm0l4oiUl4,https://api.spotify.com/v1/tracks/1i4KiAY33QbbXm0l4oiUl4,https://api.spotify.com/v1/audio-analysis/1i4KiAY33QbbXm0l4oiUl4,256347,4
294,Next to You,3bmTMi4ZYHR0onx5zkvVXf,0.57,0.753,5,-4.745,1,0.0724,0.324,0.0,0.31,0.616,82.358,3bmTMi4ZYHR0onx5zkvVXf,spotify:track:3bmTMi4ZYHR0onx5zkvVXf,https://api.spotify.com/v1/tracks/3bmTMi4ZYHR0onx5zkvVXf,https://api.spotify.com/v1/audio-analysis/3bmTMi4ZYHR0onx5zkvVXf,221933,4
295,Remember My Name,6wO5bgcX8rZr3CL7uwdmbU,0.369,0.789,10,-3.303,0,0.282,0.161,0.0,0.445,0.632,77.939,6wO5bgcX8rZr3CL7uwdmbU,spotify:track:6wO5bgcX8rZr3CL7uwdmbU,https://api.spotify.com/v1/tracks/6wO5bgcX8rZr3CL7uwdmbU,https://api.spotify.com/v1/audio-analysis/6wO5bgcX8rZr3CL7uwdmbU,226467,4
296,They Want EFX,7k2Rm4xBuYjSwU7B5mKQa7,0.886,0.534,5,-10.407,0,0.302,0.0848,0.0,0.0848,0.611,98.856,7k2Rm4xBuYjSwU7B5mKQa7,spotify:track:7k2Rm4xBuYjSwU7B5mKQa7,https://api.spotify.com/v1/tracks/7k2Rm4xBuYjSwU7B5mKQa7,https://api.spotify.com/v1/audio-analysis/7k2Rm4xBuYjSwU7B5mKQa7,221093,4
297,Player's Anthem,5peUCnQicr9TqsoatNd02o,0.813,0.555,11,-7.911,0,0.385,0.221,1.59e-06,0.133,0.59,88.12,5peUCnQicr9TqsoatNd02o,spotify:track:5peUCnQicr9TqsoatNd02o,https://api.spotify.com/v1/tracks/5peUCnQicr9TqsoatNd02o,https://api.spotify.com/v1/audio-analysis/5peUCnQicr9TqsoatNd02o,322267,4
298,Ain't No Half-Steppin',3dXDUnsagFy1Kq9bpFTa0y,0.836,0.728,10,-12.058,0,0.234,0.00569,0.000854,0.0649,0.598,100.843,3dXDUnsagFy1Kq9bpFTa0y,spotify:track:3dXDUnsagFy1Kq9bpFTa0y,https://api.spotify.com/v1/tracks/3dXDUnsagFy1Kq9bpFTa0y,https://api.spotify.com/v1/audio-analysis/3dXDUnsagFy1Kq9bpFTa0y,319907,4
299,Colors,4QlMR604yhnL9ZEYyVKRnF,0.847,0.92,10,-7.261,0,0.287,0.0902,1.27e-05,0.126,0.519,93.532,4QlMR604yhnL9ZEYyVKRnF,spotify:track:4QlMR604yhnL9ZEYyVKRnF,https://api.spotify.com/v1/tracks/4QlMR604yhnL9ZEYyVKRnF,https://api.spotify.com/v1/audio-analysis/4QlMR604yhnL9ZEYyVKRnF,266027,4
300,All I Ever Wanted,4M787ujeyC4369Egua6f1l,0.717,0.387,9,-7.052,0,0.13,0.0545,4.98e-06,0.0353,0.864,205.006,4M787ujeyC4369Egua6f1l,spotify:track:4M787ujeyC4369Egua6f1l,https://api.spotify.com/v1/tracks/4M787ujeyC4369Egua6f1l,https://api.spotify.com/v1/audio-analysis/4M787ujeyC4369Egua6f1l,242507,4
301,What Yo Name Iz?,6KQL7QgiCew6qQ5lF4EEZO,0.404,0.689,9,-4.334,1,0.171,0.0283,0.0,0.29,0.5,80.924,6KQL7QgiCew6qQ5lF4EEZO,spotify:track:6KQL7QgiCew6qQ5lF4EEZO,https://api.spotify.com/v1/tracks/6KQL7QgiCew6qQ5lF4EEZO,https://api.spotify.com/v1/audio-analysis/6KQL7QgiCew6qQ5lF4EEZO,205267,4
302,Doesn't Really Matter - Remastered,0K7JxOMOrnq8JPHIcc3dow,0.662,0.854,1,-2.934,0,0.0509,0.0416,0.000886,0.757,0.723,144.737,0K7JxOMOrnq8JPHIcc3dow,spotify:track:0K7JxOMOrnq8JPHIcc3dow,https://api.spotify.com/v1/tracks/0K7JxOMOrnq8JPHIcc3dow,https://api.spotify.com/v1/audio-analysis/0K7JxOMOrnq8JPHIcc3dow,245640,4
303,Standing in the Dark - Remastered,7GsWA6l9AT8PAt1vXMhPIq,0.766,0.802,1,-3.594,0,0.0452,0.14,0.019,0.0777,0.809,123.012,7GsWA6l9AT8PAt1vXMhPIq,spotify:track:7GsWA6l9AT8PAt1vXMhPIq,https://api.spotify.com/v1/tracks/7GsWA6l9AT8PAt1vXMhPIq,https://api.spotify.com/v1/audio-analysis/7GsWA6l9AT8PAt1vXMhPIq,200707,4
304,Sad Sad Rain - Remastered,1hhZTDWIr1CYM5HzyTLtER,0.705,0.898,3,-3.444,1,0.0448,0.00973,0.000534,0.171,0.839,126.451,1hhZTDWIr1CYM5HzyTLtER,spotify:track:1hhZTDWIr1CYM5HzyTLtER,https://api.spotify.com/v1/tracks/1hhZTDWIr1CYM5HzyTLtER,https://api.spotify.com/v1/audio-analysis/1hhZTDWIr1CYM5HzyTLtER,231507,4
305,Take It From Me - Remastered,6tWGVJttweDKK6QbtgxYXz,0.521,0.855,3,-3.926,0,0.037,0.014,0.0059,0.0529,0.551,135.781,6tWGVJttweDKK6QbtgxYXz,spotify:track:6tWGVJttweDKK6QbtgxYXz,https://api.spotify.com/v1/tracks/6tWGVJttweDKK6QbtgxYXz,https://api.spotify.com/v1/audio-analysis/6tWGVJttweDKK6QbtgxYXz,242347,4
306,Cast a Shadow - Remastered,72YYCmDii05sFu2nifE5OH,0.698,0.716,3,-3.014,0,0.0295,0.595,1.07e-05,0.101,0.425,108.106,72YYCmDii05sFu2nifE5OH,spotify:track:72YYCmDii05sFu2nifE5OH,https://api.spotify.com/v1/tracks/72YYCmDii05sFu2nifE5OH,https://api.spotify.com/v1/audio-analysis/72YYCmDii05sFu2nifE5OH,218907,4
307,Leaders in Danger - Remastered,1CXkHpc4GhprJmnniGVd9u,0.692,0.757,1,-3.468,1,0.0352,0.301,2.13e-05,0.106,0.387,132.6,1CXkHpc4GhprJmnniGVd9u,spotify:track:1CXkHpc4GhprJmnniGVd9u,https://api.spotify.com/v1/tracks/1CXkHpc4GhprJmnniGVd9u,https://api.spotify.com/v1/audio-analysis/1CXkHpc4GhprJmnniGVd9u,259867,4
308,Not in Love - Remastered,59aRyLpboGTcvqjivppGcb,0.662,0.715,8,-4.134,0,0.0685,0.00794,1.36e-05,0.0804,0.699,135.909,59aRyLpboGTcvqjivppGcb,spotify:track:59aRyLpboGTcvqjivppGcb,https://api.spotify.com/v1/tracks/59aRyLpboGTcvqjivppGcb,https://api.spotify.com/v1/audio-analysis/59aRyLpboGTcvqjivppGcb,247360,4
309,Video Disease - Remastered,4vDA1AwNh2LkpVuIHiLmYx,0.682,0.858,10,-4.492,0,0.035,0.283,0.000225,0.103,0.615,120.135,4vDA1AwNh2LkpVuIHiLmYx,spotify:track:4vDA1AwNh2LkpVuIHiLmYx,https://api.spotify.com/v1/tracks/4vDA1AwNh2LkpVuIHiLmYx,https://api.spotify.com/v1/audio-analysis/4vDA1AwNh2LkpVuIHiLmYx,226200,4
310,All Fall Down - Remastered,3Nxuewsxf1AtmPzSWKMeUR,0.872,0.584,8,-5.568,1,0.0351,0.0853,0.049,0.0716,0.401,119.079,3Nxuewsxf1AtmPzSWKMeUR,spotify:track:3Nxuewsxf1AtmPzSWKMeUR,https://api.spotify.com/v1/tracks/3Nxuewsxf1AtmPzSWKMeUR,https://api.spotify.com/v1/audio-analysis/3Nxuewsxf1AtmPzSWKMeUR,255200,4
311,Cinderella Story - Remastered,6KOfvw0OrxSHTlMYkS03zX,0.461,0.405,4,-8.728,1,0.0333,3.96e-06,0.672,0.0972,0.428,112.587,6KOfvw0OrxSHTlMYkS03zX,spotify:track:6KOfvw0OrxSHTlMYkS03zX,https://api.spotify.com/v1/tracks/6KOfvw0OrxSHTlMYkS03zX,https://api.spotify.com/v1/audio-analysis/6KOfvw0OrxSHTlMYkS03zX,119400,4
312,Crank Me Up,1Xt8SvLUmUvijTk71iS2EW,0.56,0.59,2,-5.962,0,0.0274,0.783,0.345,0.317,0.485,150.052,1Xt8SvLUmUvijTk71iS2EW,spotify:track:1Xt8SvLUmUvijTk71iS2EW,https://api.spotify.com/v1/tracks/1Xt8SvLUmUvijTk71iS2EW,https://api.spotify.com/v1/audio-analysis/1Xt8SvLUmUvijTk71iS2EW,153600,4
313,Stop Me now,30FHAlT0Oe8zoVmyoAIEE9,0.342,0.333,9,-12.997,0,0.0513,0.943,0.000311,0.194,0.264,74.64,30FHAlT0Oe8zoVmyoAIEE9,spotify:track:30FHAlT0Oe8zoVmyoAIEE9,https://api.spotify.com/v1/tracks/30FHAlT0Oe8zoVmyoAIEE9,https://api.spotify.com/v1/audio-analysis/30FHAlT0Oe8zoVmyoAIEE9,153600,4
314,Boost My Ego,2Q3u3wN3Cjfwk7ET5BGRJf,0.367,0.0667,0,-13.54,1,0.0365,0.946,0.913,0.142,0.403,149.445,2Q3u3wN3Cjfwk7ET5BGRJf,spotify:track:2Q3u3wN3Cjfwk7ET5BGRJf,https://api.spotify.com/v1/tracks/2Q3u3wN3Cjfwk7ET5BGRJf,https://api.spotify.com/v1/audio-analysis/2Q3u3wN3Cjfwk7ET5BGRJf,166400,4
315,Call It What It Is,77rbAdngFmAdbN0j7wX3Js,0.838,0.197,2,-14.424,1,0.0626,0.82,0.931,0.0852,0.559,149.986,77rbAdngFmAdbN0j7wX3Js,spotify:track:77rbAdngFmAdbN0j7wX3Js,https://api.spotify.com/v1/tracks/77rbAdngFmAdbN0j7wX3Js,https://api.spotify.com/v1/audio-analysis/77rbAdngFmAdbN0j7wX3Js,140800,3
316,King Of Kings,5evzh497zkj1xJFtIgzrIf,0.462,0.123,8,-13.841,0,0.033,0.00158,0.0873,0.423,0.295,75.126,5evzh497zkj1xJFtIgzrIf,spotify:track:5evzh497zkj1xJFtIgzrIf,https://api.spotify.com/v1/tracks/5evzh497zkj1xJFtIgzrIf,https://api.spotify.com/v1/audio-analysis/5evzh497zkj1xJFtIgzrIf,102400,4
317,Sold Out,7DtApvhB0rRxI9Vauxs7kJ,0.154,0.338,0,-12.132,1,0.034,0.886,0.00307,0.303,0.0389,91.566,7DtApvhB0rRxI9Vauxs7kJ,spotify:track:7DtApvhB0rRxI9Vauxs7kJ,https://api.spotify.com/v1/tracks/7DtApvhB0rRxI9Vauxs7kJ,https://api.spotify.com/v1/audio-analysis/7DtApvhB0rRxI9Vauxs7kJ,115200,5
318,We The Boss Now,4LqIHPL4cgEw5UlsipQlQT,0.447,0.267,2,-11.229,0,0.0366,0.887,0.00326,0.218,0.0629,150.004,4LqIHPL4cgEw5UlsipQlQT,spotify:track:4LqIHPL4cgEw5UlsipQlQT,https://api.spotify.com/v1/tracks/4LqIHPL4cgEw5UlsipQlQT,https://api.spotify.com/v1/audio-analysis/4LqIHPL4cgEw5UlsipQlQT,128000,4
319,Made You Look,58aFjys8cHrOFGM4k3WvVf,0.852,0.622,0,-8.923,1,0.0642,0.254,0.862,0.107,0.617,149.952,58aFjys8cHrOFGM4k3WvVf,spotify:track:58aFjys8cHrOFGM4k3WvVf,https://api.spotify.com/v1/tracks/58aFjys8cHrOFGM4k3WvVf,https://api.spotify.com/v1/audio-analysis/58aFjys8cHrOFGM4k3WvVf,140800,4
320,Change Your Mindset,0j8l287L6OPv4twyaIoBzW,0.425,0.362,0,-9.426,1,0.0316,0.844,0.991,0.12,0.0346,150.051,0j8l287L6OPv4twyaIoBzW,spotify:track:0j8l287L6OPv4twyaIoBzW,https://api.spotify.com/v1/tracks/0j8l287L6OPv4twyaIoBzW,https://api.spotify.com/v1/audio-analysis/0j8l287L6OPv4twyaIoBzW,153600,4
321,Drunk Enough to Say That I Love You,4dzifrtt5uoB6Blb791hmL,0.77,0.751,10,-6.314,1,0.0446,0.0623,2.16e-05,0.0731,0.525,127.974,4dzifrtt5uoB6Blb791hmL,spotify:track:4dzifrtt5uoB6Blb791hmL,https://api.spotify.com/v1/tracks/4dzifrtt5uoB6Blb791hmL,https://api.spotify.com/v1/audio-analysis/4dzifrtt5uoB6Blb791hmL,222261,4
322,Acclaimed Theme,02sZIzagsGmd8r7GZxk1TL,0.684,0.748,8,-3.748,1,0.0516,0.00569,0.122,0.149,0.521,166.041,02sZIzagsGmd8r7GZxk1TL,spotify:track:02sZIzagsGmd8r7GZxk1TL,https://api.spotify.com/v1/tracks/02sZIzagsGmd8r7GZxk1TL,https://api.spotify.com/v1/audio-analysis/02sZIzagsGmd8r7GZxk1TL,110744,4
323,Acclaimed Theme - Vocal Mix,5ZCmZztkMyzjT7eb0Tsid7,0.671,0.902,8,-2.096,1,0.354,0.00529,0.0,0.136,0.452,82.675,5ZCmZztkMyzjT7eb0Tsid7,spotify:track:5ZCmZztkMyzjT7eb0Tsid7,https://api.spotify.com/v1/tracks/5ZCmZztkMyzjT7eb0Tsid7,https://api.spotify.com/v1/audio-analysis/5ZCmZztkMyzjT7eb0Tsid7,110744,4
324,Acclaimed Theme - Slowed & Reverb,67u0hxcvPMGjm66NJwpE3k,0.676,0.788,1,-3.249,1,0.285,0.0107,0.0,0.489,0.353,142.625,67u0hxcvPMGjm66NJwpE3k,spotify:track:67u0hxcvPMGjm66NJwpE3k,https://api.spotify.com/v1/tracks/67u0hxcvPMGjm66NJwpE3k,https://api.spotify.com/v1/audio-analysis/67u0hxcvPMGjm66NJwpE3k,128521,4
325,Platinum Disco,2zF5VHBtMc6ZEeTcGMTkkW,0.78,0.605,1,-9.725,1,0.069,0.0288,0.0,0.364,0.287,116.962,2zF5VHBtMc6ZEeTcGMTkkW,spotify:track:2zF5VHBtMc6ZEeTcGMTkkW,https://api.spotify.com/v1/tracks/2zF5VHBtMc6ZEeTcGMTkkW,https://api.spotify.com/v1/audio-analysis/2zF5VHBtMc6ZEeTcGMTkkW,174466,4
326,lullabies,1Vr309VJG3WtuksrmpqkKp,0.737,0.579,0,-4.415,1,0.0243,0.791,0.565,0.129,0.334,91.98,1Vr309VJG3WtuksrmpqkKp,spotify:track:1Vr309VJG3WtuksrmpqkKp,https://api.spotify.com/v1/tracks/1Vr309VJG3WtuksrmpqkKp,https://api.spotify.com/v1/audio-analysis/1Vr309VJG3WtuksrmpqkKp,93913,4
327,without you,6m6vvqsiDeah2QA4iySsAV,0.782,0.394,9,-11.145,0,0.038,0.856,0.229,0.154,0.509,90.006,6m6vvqsiDeah2QA4iySsAV,spotify:track:6m6vvqsiDeah2QA4iySsAV,https://api.spotify.com/v1/tracks/6m6vvqsiDeah2QA4iySsAV,https://api.spotify.com/v1/audio-analysis/6m6vvqsiDeah2QA4iySsAV,109500,4
328,mood,4S5flieO9fmXVIScAafzn7,0.842,0.293,5,-10.554,1,0.0366,0.758,0.15,0.111,0.496,90.024,4S5flieO9fmXVIScAafzn7,spotify:track:4S5flieO9fmXVIScAafzn7,https://api.spotify.com/v1/tracks/4S5flieO9fmXVIScAafzn7,https://api.spotify.com/v1/audio-analysis/4S5flieO9fmXVIScAafzn7,117333,4
329,blind,06TQqdEw7b2yn186NPwQrB,0.715,0.41,8,-6.695,1,0.0299,0.737,0.868,0.129,0.22,80.027,06TQqdEw7b2yn186NPwQrB,spotify:track:06TQqdEw7b2yn186NPwQrB,https://api.spotify.com/v1/tracks/06TQqdEw7b2yn186NPwQrB,https://api.spotify.com/v1/audio-analysis/06TQqdEw7b2yn186NPwQrB,96750,4
330,Thrill Mass,4EI7Iu3NQmc01aVUa2thZU,0.402,0.207,7,-13.59,1,0.0501,0.715,0.922,0.0941,0.297,117.948,4EI7Iu3NQmc01aVUa2thZU,spotify:track:4EI7Iu3NQmc01aVUa2thZU,https://api.spotify.com/v1/tracks/4EI7Iu3NQmc01aVUa2thZU,https://api.spotify.com/v1/audio-analysis/4EI7Iu3NQmc01aVUa2thZU,104000,4
331,Double Dose,3PYWApgjsu4TAjOHUVZ9IF,0.517,0.194,2,-23.971,0,0.049,0.894,0.867,0.0991,0.549,119.976,3PYWApgjsu4TAjOHUVZ9IF,spotify:track:3PYWApgjsu4TAjOHUVZ9IF,https://api.spotify.com/v1/tracks/3PYWApgjsu4TAjOHUVZ9IF,https://api.spotify.com/v1/audio-analysis/3PYWApgjsu4TAjOHUVZ9IF,96000,5
332,Real Theory,1OlvTCCJCwHEPFza4qTUWB,0.278,0.132,2,-13.565,0,0.0403,0.962,0.526,0.111,0.134,139.13,1OlvTCCJCwHEPFza4qTUWB,spotify:track:1OlvTCCJCwHEPFza4qTUWB,https://api.spotify.com/v1/tracks/1OlvTCCJCwHEPFza4qTUWB,https://api.spotify.com/v1/audio-analysis/1OlvTCCJCwHEPFza4qTUWB,96000,4
333,My Pain,0Hog872TTwhGLMndltmOUw,0.459,0.125,9,-16.337,0,0.0669,0.596,3.51e-05,0.0848,0.715,115.044,0Hog872TTwhGLMndltmOUw,spotify:track:0Hog872TTwhGLMndltmOUw,https://api.spotify.com/v1/tracks/0Hog872TTwhGLMndltmOUw,https://api.spotify.com/v1/audio-analysis/0Hog872TTwhGLMndltmOUw,88000,5
334,Play My Theme,4KiNQFXclhgk8crLywZDeI,0.473,0.162,9,-16.178,0,0.0464,0.865,0.944,0.142,0.446,112.976,4KiNQFXclhgk8crLywZDeI,spotify:track:4KiNQFXclhgk8crLywZDeI,https://api.spotify.com/v1/tracks/4KiNQFXclhgk8crLywZDeI,https://api.spotify.com/v1/audio-analysis/4KiNQFXclhgk8crLywZDeI,88000,3
335,Why Me,48hC6usSuVEDuTMDPtnG4T,0.649,0.33,9,-14.523,1,0.0557,0.955,0.858,0.0968,0.902,120.021,48hC6usSuVEDuTMDPtnG4T,spotify:track:48hC6usSuVEDuTMDPtnG4T,https://api.spotify.com/v1/tracks/48hC6usSuVEDuTMDPtnG4T,https://api.spotify.com/v1/audio-analysis/48hC6usSuVEDuTMDPtnG4T,88000,4
336,The Struggle Real,7k0X2UxSVoFctF0bI87Fkw,0.724,0.412,0,-14.058,1,0.0926,0.59,0.843,0.103,0.962,119.814,7k0X2UxSVoFctF0bI87Fkw,spotify:track:7k0X2UxSVoFctF0bI87Fkw,https://api.spotify.com/v1/tracks/7k0X2UxSVoFctF0bI87Fkw,https://api.spotify.com/v1/audio-analysis/7k0X2UxSVoFctF0bI87Fkw,104000,4
337,Tall Glass Only,1hVqq5DtegoV560UOYNxma,0.507,0.238,0,-17.519,1,0.0949,0.788,0.847,0.0855,0.918,109.562,1hVqq5DtegoV560UOYNxma,spotify:track:1hVqq5DtegoV560UOYNxma,https://api.spotify.com/v1/tracks/1hVqq5DtegoV560UOYNxma,https://api.spotify.com/v1/audio-analysis/1hVqq5DtegoV560UOYNxma,88000,4
338,We On Boost,5yfH28B0OswNyUkNp1PiSb,0.48,0.296,0,-17.375,1,0.077,0.372,0.807,0.114,0.829,119.693,5yfH28B0OswNyUkNp1PiSb,spotify:track:5yfH28B0OswNyUkNp1PiSb,https://api.spotify.com/v1/tracks/5yfH28B0OswNyUkNp1PiSb,https://api.spotify.com/v1/audio-analysis/5yfH28B0OswNyUkNp1PiSb,96000,4
339,Very Exotic,0yIFdkyb4X4Ma90nuRzyDM,0.823,0.438,4,-19.698,0,0.0923,0.321,0.844,0.101,0.445,119.936,0yIFdkyb4X4Ma90nuRzyDM,spotify:track:0yIFdkyb4X4Ma90nuRzyDM,https://api.spotify.com/v1/tracks/0yIFdkyb4X4Ma90nuRzyDM,https://api.spotify.com/v1/audio-analysis/0yIFdkyb4X4Ma90nuRzyDM,96000,4
340,Vintage Appeal,7qTDGR5uoovirjkIASOnLp,0.591,0.175,0,-14.259,1,0.0585,0.368,0.945,0.112,0.339,95.35,7qTDGR5uoovirjkIASOnLp,spotify:track:7qTDGR5uoovirjkIASOnLp,https://api.spotify.com/v1/tracks/7qTDGR5uoovirjkIASOnLp,https://api.spotify.com/v1/audio-analysis/7qTDGR5uoovirjkIASOnLp,80000,1
341,Light It Up,0sFMNkTPxHFhMUGpaqVn82,0.585,0.14,10,-27.532,1,0.0521,0.889,0.625,0.0913,0.523,120.056,0sFMNkTPxHFhMUGpaqVn82,spotify:track:0sFMNkTPxHFhMUGpaqVn82,https://api.spotify.com/v1/tracks/0sFMNkTPxHFhMUGpaqVn82,https://api.spotify.com/v1/audio-analysis/0sFMNkTPxHFhMUGpaqVn82,80000,5
342,Platinum Pink Noise,5HBoYUk0wRJ6ZEQ5GVYqkA,0.112,0.148,1,-39.715,1,0.085,0.908,0.954,0.112,0.0678,59.561,5HBoYUk0wRJ6ZEQ5GVYqkA,spotify:track:5HBoYUk0wRJ6ZEQ5GVYqkA,https://api.spotify.com/v1/tracks/5HBoYUk0wRJ6ZEQ5GVYqkA,https://api.spotify.com/v1/audio-analysis/5HBoYUk0wRJ6ZEQ5GVYqkA,178500,3
343,Platinum Pink Noise - Seamless,0RVJDBjxgA9pOHgntRUN7D,0.108,0.148,7,-39.622,1,0.1,0.909,0.951,0.112,0.0637,72.912,0RVJDBjxgA9pOHgntRUN7D,spotify:track:0RVJDBjxgA9pOHgntRUN7D,https://api.spotify.com/v1/tracks/0RVJDBjxgA9pOHgntRUN7D,https://api.spotify.com/v1/audio-analysis/0RVJDBjxgA9pOHgntRUN7D,177000,4
344,Aerial Pink Noise,4Fe06YosxteVHwBzNu5tUh,0.2,0.101,1,-40.66,1,0.0754,0.825,0.973,0.107,0.245,135.952,4Fe06YosxteVHwBzNu5tUh,spotify:track:4Fe06YosxteVHwBzNu5tUh,https://api.spotify.com/v1/tracks/4Fe06YosxteVHwBzNu5tUh,https://api.spotify.com/v1/audio-analysis/4Fe06YosxteVHwBzNu5tUh,176000,4
345,Aerial Pink Noise - Seamless,6wxlUmLxsBAdWWX8awkaRW,0.185,0.1,1,-40.595,1,0.0726,0.797,0.973,0.11,0.239,141.983,6wxlUmLxsBAdWWX8awkaRW,spotify:track:6wxlUmLxsBAdWWX8awkaRW,https://api.spotify.com/v1/tracks/6wxlUmLxsBAdWWX8awkaRW,https://api.spotify.com/v1/audio-analysis/6wxlUmLxsBAdWWX8awkaRW,174353,3
346,Want to Want Me,3xkzscU6nkcO6J1Mrh6aQn,0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025,3xkzscU6nkcO6J1Mrh6aQn,spotify:track:3xkzscU6nkcO6J1Mrh6aQn,https://api.spotify.com/v1/tracks/3xkzscU6nkcO6J1Mrh6aQn,https://api.spotify.com/v1/audio-analysis/3xkzscU6nkcO6J1Mrh6aQn,207719,4
347,Talk Dirty (feat. 2 Chainz),6JJjc2mts8uB6f7sggLhp2,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,6JJjc2mts8uB6f7sggLhp2,spotify:track:6JJjc2mts8uB6f7sggLhp2,https://api.spotify.com/v1/tracks/6JJjc2mts8uB6f7sggLhp2,https://api.spotify.com/v1/audio-analysis/6JJjc2mts8uB6f7sggLhp2,177685,4
348,Wiggle (feat. Snoop Dogg),2mAqT4El0oL2gmmzxz2p02,0.697,0.621,9,-6.886,0,0.25,0.0802,0.0,0.162,0.721,81.946,2mAqT4El0oL2gmmzxz2p02,spotify:track:2mAqT4El0oL2gmmzxz2p02,https://api.spotify.com/v1/tracks/2mAqT4El0oL2gmmzxz2p02,https://api.spotify.com/v1/audio-analysis/2mAqT4El0oL2gmmzxz2p02,193296,4
349,Trumpets,154Z2G9kyrSZgmXmJwiytO,0.635,0.691,0,-4.862,1,0.258,0.555,0.0,0.097,0.638,82.142,154Z2G9kyrSZgmXmJwiytO,spotify:track:154Z2G9kyrSZgmXmJwiytO,https://api.spotify.com/v1/tracks/154Z2G9kyrSZgmXmJwiytO,https://api.spotify.com/v1/audio-analysis/154Z2G9kyrSZgmXmJwiytO,217419,4
350,Whatcha Say - 2016 Platinum Hits Edition,0RrXKawUUB2YNNEz4LrpUu,0.605,0.771,11,-4.114,1,0.0885,0.0492,0.0,0.137,0.66,143.976,0RrXKawUUB2YNNEz4LrpUu,spotify:track:0RrXKawUUB2YNNEz4LrpUu,https://api.spotify.com/v1/tracks/0RrXKawUUB2YNNEz4LrpUu,https://api.spotify.com/v1/audio-analysis/0RrXKawUUB2YNNEz4LrpUu,222613,4
351,Ridin' Solo - 2016 Platinum Hits Edition,2NQNhEex8aJZXNHxjh2u7d,0.687,0.872,9,-2.34,1,0.0919,0.132,0.0,0.206,0.632,90.003,2NQNhEex8aJZXNHxjh2u7d,spotify:track:2NQNhEex8aJZXNHxjh2u7d,https://api.spotify.com/v1/tracks/2NQNhEex8aJZXNHxjh2u7d,https://api.spotify.com/v1/audio-analysis/2NQNhEex8aJZXNHxjh2u7d,216000,4
352,It Girl,3fitSuZS0MECIwyO2Axk8N,0.668,0.718,1,-4.736,0,0.0605,0.0165,0.0,0.104,0.345,91.993,3fitSuZS0MECIwyO2Axk8N,spotify:track:3fitSuZS0MECIwyO2Axk8N,https://api.spotify.com/v1/tracks/3fitSuZS0MECIwyO2Axk8N,https://api.spotify.com/v1/audio-analysis/3fitSuZS0MECIwyO2Axk8N,192200,4
353,Marry Me,0W2PZ87SWSXknHUt4T6JhT,0.568,0.631,7,-5.623,1,0.0273,0.033,0.0,0.144,0.23,105.096,0W2PZ87SWSXknHUt4T6JhT,spotify:track:0W2PZ87SWSXknHUt4T6JhT,https://api.spotify.com/v1/tracks/0W2PZ87SWSXknHUt4T6JhT,https://api.spotify.com/v1/audio-analysis/0W2PZ87SWSXknHUt4T6JhT,225027,4
354,The Other Side,0uspJV6q5Qf4oFUr9kTTus,0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923,0uspJV6q5Qf4oFUr9kTTus,spotify:track:0uspJV6q5Qf4oFUr9kTTus,https://api.spotify.com/v1/tracks/0uspJV6q5Qf4oFUr9kTTus,https://api.spotify.com/v1/audio-analysis/0uspJV6q5Qf4oFUr9kTTus,226987,4
355,Don't Wanna Go Home,2NE10m2FRnmQ2UuVkJNhjP,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,2NE10m2FRnmQ2UuVkJNhjP,spotify:track:2NE10m2FRnmQ2UuVkJNhjP,https://api.spotify.com/v1/tracks/2NE10m2FRnmQ2UuVkJNhjP,https://api.spotify.com/v1/audio-analysis/2NE10m2FRnmQ2UuVkJNhjP,206080,4
356,In My Head - 2016 Platinum Hits Edition,6J2gqjFKxjLTqt2LfwnSVn,0.762,0.801,0,-2.015,0,0.0328,0.026,0.0,0.503,0.866,109.992,6J2gqjFKxjLTqt2LfwnSVn,spotify:track:6J2gqjFKxjLTqt2LfwnSVn,https://api.spotify.com/v1/tracks/6J2gqjFKxjLTqt2LfwnSVn,https://api.spotify.com/v1/audio-analysis/6J2gqjFKxjLTqt2LfwnSVn,198600,4
